"","top","model_type","test","gene","stat","pval","fdr","gene_index","ensembl","in_rows","in_rows_top20","results"
"277",254,"enrichment","pT+","AC093458.1",4.41292300804847,7.09525645049937e-05,0.00575235044481035,8402,"ENSG00000273293","c(18391; 30231; 52112; 62906; 101318; 116697; 137908; 163740; 180828; 208569; 221908; 243065; 266195; 278373; 312540; 317121; 341957; 361862; 396235; 403359; 428185; 448630; 459713; 480922; 501685; 534653; 557406; 574953; 588086; 612766; 626793; 655222; 675833; 694471; 724061; 731662; 768839; 785781; 807644; 815039; 849683; 866625; 887948; 918633; 939192; 960197; 968997; 988012; 1012233; 1025340)","integer(0)","character(0)"
"278",255,"enrichment","pT+","SLC15A5",4.41292300804847,7.09525645049937e-05,0.00575235044481035,12294,"ENSG00000188991","c(18392; 30232; 52113; 62907; 101319; 116698; 137909; 163741; 180829; 208570; 221909; 243066; 266196; 278374; 312541; 317127; 341958; 361863; 396236; 403360; 428186; 448631; 459714; 480923; 501686; 534654; 557407; 574954; 588087; 612767; 626794; 655223; 675834; 694472; 724062; 731663; 768845; 785782; 807645; 815040; 849684; 866626; 887949; 918634; 939193; 960198; 968998; 988013; 1012234; 1025341)","integer(0)","character(0)"
"279",256,"enrichment","pT+","HIF1A-AS1",4.41292300804847,7.09525645049937e-05,0.00575235044481035,13941,"ENSG00000258777","c(18393; 30233; 52114; 62908; 101320; 116699; 137910; 163742; 180830; 208571; 221910; 243067; 266197; 278375; 312542; 317129; 341959; 361864; 396237; 403361; 428187; 448632; 459715; 480924; 501687; 534655; 557408; 574955; 588088; 612768; 626795; 655224; 675835; 694473; 724063; 731664; 768847; 785783; 807646; 815041; 849685; 866627; 887950; 918635; 939194; 960199; 968999; 988014; 1012235; 1025342)","integer(0)","character(0)"
"280",257,"enrichment","pT+","BX537318.1",4.41292300804847,7.09525645049937e-05,0.00575235044481035,20150,"ENSG00000273145","c(18394; 30234; 52115; 62909; 101321; 116700; 137911; 163743; 180831; 208572; 221911; 243068; 266198; 278376; 312543; 317145; 341960; 361865; 396238; 403362; 428188; 448633; 459716; 480925; 501688; 534656; 557409; 574956; 588089; 612769; 626796; 655225; 675836; 694474; 724064; 731665; 768863; 785784; 807647; 815042; 849686; 866628; 887951; 918636; 939195; 960200; 969000; 988015; 1012236; 1025343)","integer(0)","character(0)"
"281",258,"enrichment","pT+","LINC00504",4.4124220519152,7.10642795805914e-05,0.00575235044481035,4807,"ENSG00000248360","c(20100; 33378; 43196; 62910; 103286; 119617; 141034; 163927; 187226; 208679; 222432; 242113; 262905; 290524; 312872; 320185; 340373; 360356; 394376; 397606; 419335; 440021; 459602; 480663; 501480; 533318; 554491; 575639; 587898; 606367; 626682; 654697; 676784; 697760; 711909; 731329; 765784; 787364; 809149; 816897; 855435; 875474; 896556; 918743; 939450; 960401; 970331; 990926; 1011546; 1024273)","integer(0)","character(0)"
"282",259,"enrichment","pT+","MEX3B",4.40395240198733,7.29793370725123e-05,0.0058845578201635,14853,"ENSG00000183496","c(20326; 34129; 56061; 62911; 86308; 120227; 141713; 164735; 182958; 208761; 228892; 246090; 267380; 280428; 313060; 330872; 345271; 366042; 396663; 414882; 429047; 449889; 461384; 480520; 501353; 524460; 544961; 571886; 587090; 610635; 626600; 648237; 672807; 693285; 722005; 731141; 755097; 782466; 803463; 814610; 838159; 865762; 886688; 916961; 939593; 960528; 979189; 1000456; 1015299; 1023853)","integer(0)","character(0)"
"283",260,"enrichment","pT+","SLC4A11",4.39749891747315,7.44723698867986e-05,0.00598184989506116,18983,"ENSG00000088836","c(20430; 34552; 47528; 62912; 90592; 120539; 142018; 163982; 186623; 208753; 227962; 242391; 267402; 288264; 313006; 327459; 341006; 366068; 395960; 407544; 421253; 441744; 459965; 480556; 501381; 526817; 547448; 576856; 587843; 606970; 626608; 649167; 676506; 693263; 714169; 731195; 758510; 786731; 803437; 815313; 845497; 873556; 894833; 918380; 939557; 960500; 976832; 997969; 1010329; 1024365)","integer(0)","character(0)"
"284",261,"enrichment","pT+","XKR7",4.37679410575321,7.94672789046664e-05,0.00635860020170519,19141,"ENSG00000260903","c(7324; 26206; 55140; 62913; 104376; 123371; 137384; 156009; 173561; 208244; 209405; 231975; 256972; 275338; 312451; 313917; 335885; 359005; 396637; 398453; 421550; 451918; 459506; 480434; 501596; 533331; 562436; 581077; 595816; 620032; 627117; 667724; 686922; 703693; 727095; 731750; 772052; 791852; 810500; 814636; 854588; 873259; 884659; 918839; 939679; 960285; 970318; 982981; 1006108; 1023795)","integer(0)","character(0)"
"285",262,"enrichment","pT+","GDF1",4.36214556536016,8.31977872941006e-05,0.00658905928360562,18094,"ENSG00000130283","c(8205; 35051; 56847; 62914; 97487; 120885; 142419; 153022; 173447; 208269; 213923; 234755; 255412; 279581; 313037; 324138; 346284; 366503; 396653; 408082; 429974; 450333; 459775; 480534; 501363; 529625; 550556; 571143; 598803; 620146; 627092; 663206; 684142; 705253; 722852; 731164; 761831; 781453; 803002; 814620; 844959; 864835; 886244; 918570; 939579; 960518; 974024; 994861; 1016042; 1024174)","integer(0)","character(0)"
"286",263,"enrichment","pT+","AL365226.1",4.36056848716199,8.36094957936932e-05,0.00658905928360562,7072,"ENSG00000224349","c(18341; 30158; 52054; 62915; 101267; 116622; 137826; 162973; 182201; 208554; 221806; 242794; 266200; 280957; 312484; 317118; 341972; 362023; 396192; 402920; 427771; 448128; 459723; 480951; 501722; 534953; 557994; 575479; 588850; 611306; 626805; 655321; 676101; 694463; 721474; 731715; 768836; 785763; 807480; 815079; 850119; 867036; 888447; 918620; 939160; 960157; 968694; 987421; 1011704; 1025477)","integer(0)","character(0)"
"287",264,"enrichment","pT+","AL109614.1",4.36056848716199,8.36094957936932e-05,0.00658905928360562,19220,"ENSG00000276603","c(18342; 30159; 52055; 62916; 101268; 116623; 137827; 162974; 182361; 208555; 221807; 242795; 266201; 280958; 312485; 317141; 341973; 362024; 396193; 402921; 427772; 448129; 459724; 480952; 501723; 534954; 557995; 575480; 588851; 611466; 626806; 655322; 676102; 694464; 721475; 731716; 768859; 785764; 807481; 815080; 850120; 867037; 888448; 918621; 939161; 960158; 968695; 987422; 1011705; 1025478)","integer(0)","character(0)"
"288",265,"enrichment","pT+","AP000692.2",4.36056848716199,8.36094957936932e-05,0.00658905928360562,19609,"ENSG00000273199","c(18343; 30160; 52056; 62917; 101269; 116624; 137828; 162975; 182365; 208556; 221808; 242796; 266202; 280959; 312486; 317142; 341974; 362025; 396194; 402922; 427773; 448130; 459725; 480953; 501724; 534955; 557996; 575481; 588852; 611470; 626807; 655323; 676103; 694465; 721476; 731717; 768860; 785765; 807482; 815081; 850121; 867038; 888449; 918622; 939162; 960159; 968696; 987423; 1011706; 1025479)","integer(0)","character(0)"
"289",266,"enrichment","pT+","BACH2",4.35253152439769,8.57387786060111e-05,0.00673146109927796,7162,"ENSG00000112182","c(15119; 37681; 53493; 62918; 85441; 122772; 144340; 155347; 178923; 208583; 228450; 236724; 257645; 287968; 313175; 333243; 340435; 360796; 396643; 415237; 421473; 441947; 461580; 480430; 501295; 522788; 543485; 576749; 596478; 614670; 626778; 648679; 682173; 703020; 714465; 731026; 752726; 787302; 808709; 814630; 837804; 873336; 894630; 916765; 939683; 960586; 980861; 1001932; 1010436; 1023525)","integer(0)","character(0)"
"290",267,"enrichment","pT+","AC092296.2",4.33562658278704,9.0392159987796e-05,0.0070702242291578,18291,"ENSG00000267053","c(8915; 36767; 43224; 62919; 104244; 122179; 143752; 152223; 185281; 208339; 210645; 234082; 254699; 291409; 313140; 316012; 339089; 360301; 394676; 397284; 418604; 439370; 459509; 480460; 501314; 533080; 558903; 577843; 599602; 608312; 627022; 666484; 684815; 705966; 711024; 731061; 769957; 788648; 809204; 816597; 855757; 876205; 897207; 918836; 939653; 960567; 970569; 986514; 1009342; 1023615)","integer(0)","character(0)"
"291",268,"enrichment","pT+","SLC16A4",4.32652512884468,9.29989017685884e-05,0.00723490586428303,1017,"ENSG00000168679","c(20409; 34464; 47483; 62920; 90673; 120490; 141961; 163246; 186621; 208691; 227922; 242385; 267391; 288263; 312904; 327341; 340994; 366055; 395852; 407449; 421255; 441746; 459986; 480645; 501462; 526906; 547553; 576857; 588579; 606972; 626670; 649207; 676512; 693274; 714170; 731297; 758628; 786743; 803450; 815421; 845592; 873554; 894831; 918359; 939468; 960419; 976743; 997864; 1010328; 1024556)","integer(0)","character(0)"
"292",269,"enrichment","pT+","ODF3B",4.32586616100197,9.31904653079935e-05,0.00723490586428303,20208,"ENSG00000177989","c(5365; 34394; 56287; 62921; 103678; 120443; 141912; 151063; 171564; 207012; 210176; 233221; 253759; 279514; 313032; 316154; 339944; 360771; 396650; 400208; 424494; 445136; 459522; 480537; 501366; 533575; 559010; 577338; 600762; 622029; 628349; 666953; 685676; 706906; 723301; 731169; 769815; 787793; 808734; 814623; 852833; 870315; 891441; 918823; 939576; 960515; 970074; 986407; 1009847; 1023801)","integer(0)","character(0)"
"293",270,"enrichment","pT+","AP000679.1",4.30829064076881,9.84445416125679e-05,0.00761450298902544,11961,"ENSG00000176984","c(14998; 25579; 47644; 62922; 104050; 121351; 142932; 165171; 180239; 208490; 213781; 238220; 259245; 277267; 311753; 314164; 336481; 357089; 395819; 398209; 420963; 441442; 459531; 480563; 501388; 533561; 559222; 577859; 586654; 613354; 626871; 663348; 680677; 701420; 725166; 732448; 771805; 791256; 812416; 815454; 854832; 873846; 895135; 918814; 939550; 960493; 970088; 986195; 1009326; 1024582)","integer(0)","character(0)"
"294",271,"enrichment","pT+","AC097359.3",4.29930042940455,0.000101242980491116,0.00768857601664172,3686,"ENSG00000271653","c(18305; 30100; 51992; 62923; 101225; 116569; 137774; 164708; 180485; 208540; 221817; 242775; 265948; 278002; 312398; 317007; 341502; 361711; 396131; 403666; 428176; 448696; 459734; 480993; 501756; 534607; 557654; 575534; 587113; 613104; 626817; 655308; 676118; 694713; 724427; 731799; 768958; 786004; 807790; 815138; 849371; 866629; 887877; 918607; 939116; 960121; 969038; 987597; 1011647; 1025670)","integer(0)","character(0)"
"295",272,"enrichment","pT+","ROPN1B",4.29930042940455,0.000101242980491116,0.00768857601664172,4215,"ENSG00000114547","c(18306; 30101; 51993; 62924; 101226; 116570; 137775; 164709; 180486; 208541; 221818; 242776; 265949; 278003; 312399; 317008; 341510; 361712; 396132; 403667; 428177; 448697; 459735; 480994; 501757; 534608; 557661; 575535; 587114; 613105; 626818; 655309; 676119; 694714; 724428; 731800; 768959; 786012; 807791; 815139; 849372; 866630; 887878; 918608; 939117; 960122; 969039; 987604; 1011648; 1025671)","integer(0)","character(0)"
"296",273,"enrichment","pT+","AL132775.2",4.29930042940455,0.000101242980491116,0.00768857601664172,6603,"ENSG00000287483","c(18307; 30102; 51994; 62925; 101227; 116571; 137776; 164710; 180487; 208542; 221819; 242777; 265950; 278004; 312400; 317009; 341552; 361713; 396133; 403668; 428178; 448698; 459736; 480995; 501758; 534609; 557704; 575536; 587115; 613106; 626819; 655310; 676120; 694715; 724429; 731801; 768960; 786054; 807792; 815140; 849373; 866631; 887879; 918609; 939118; 960123; 969040; 987647; 1011649; 1025672)","integer(0)","character(0)"
"297",274,"enrichment","pT+","AC005520.2",4.29930042940455,0.000101242980491116,0.00768857601664172,14046,"ENSG00000259065","c(18308; 30103; 51995; 62926; 101228; 116572; 137777; 164711; 180488; 208543; 221820; 242778; 265951; 278005; 312401; 317010; 341668; 361714; 396134; 403669; 428179; 448699; 459737; 480996; 501759; 534610; 557790; 575537; 587116; 613107; 626820; 655311; 676121; 694716; 724430; 731802; 768961; 786170; 807793; 815141; 849374; 866632; 887880; 918610; 939119; 960124; 969041; 987733; 1011650; 1025673)","integer(0)","character(0)"
"298",275,"enrichment","pT+","AC066612.1",4.29930042940455,0.000101242980491116,0.00768857601664172,14534,"ENSG00000259235","c(18309; 30104; 51996; 62927; 101229; 116573; 137778; 164712; 180489; 208544; 221821; 242779; 265952; 278006; 312402; 317011; 341681; 361715; 396135; 403670; 428180; 448700; 459738; 480997; 501760; 534611; 557800; 575538; 587117; 613108; 626821; 655312; 676122; 694717; 724431; 731803; 768962; 786183; 807794; 815142; 849375; 866633; 887881; 918611; 939120; 960125; 969042; 987743; 1011651; 1025674)","integer(0)","character(0)"
"299",276,"enrichment","pT+","CPLANE2",4.29161910001444,0.000103695486450323,0.00784629180807442,223,"ENSG00000132881","c(4881; 34548; 56405; 62928; 103715; 120535; 142014; 150205; 170701; 206943; 209586; 232467; 252997; 279122; 313042; 316144; 339339; 360739; 396654; 400206; 424067; 445124; 459520; 480531; 501360; 533563; 559013; 577389; 601620; 622892; 628418; 667543; 686430; 707668; 722909; 731159; 769825; 788398; 808766; 814619; 852835; 870742; 891453; 918825; 939582; 960521; 970086; 986404; 1009796; 1023763)","integer(0)","character(0)"
"300",277,"enrichment","pT+","PLCH2",4.27612958793757,0.000108818894633081,0.0082042375289432,72,"ENSG00000149527","c(10987; 35248; 58835; 62929; 88570; 125098; 130003; 154791; 173928; 208475; 225837; 231075; 262197; 276719; 313118; 329852; 335484; 371374; 396718; 414915; 419842; 456222; 460031; 480374; 501892; 522482; 550596; 584301; 597034; 619665; 626886; 651292; 687822; 698468; 725714; 731083; 756117; 792253; 798131; 814555; 838126; 874967; 880355; 918314; 939739; 959989; 981167; 994821; 1002884; 1023492)","integer(0)","character(0)"
"301",278,"enrichment","pT+","SPINK2",4.26437246849091,0.000112872091243528,0.00847921134363254,4979,"ENSG00000128040","c(20135; 21913; 55395; 62930; 103332; 119680; 141100; 166609; 181675; 208631; 218641; 242074; 266806; 272564; 309760; 313773; 335396; 356130; 396437; 400152; 424744; 449111; 459653; 480744; 501545; 534431; 559374; 577601; 585216; 611918; 626730; 658488; 676823; 693859; 729869; 734441; 772196; 792341; 813375; 814836; 852889; 870065; 887466; 918692; 939369; 960336; 969218; 986043; 1009584; 1024416)","integer(0)","character(0)"
"302",279,"enrichment","pT+","AC069224.1",4.25299485494025,0.000116934706983995,0.00875291907044355,4452,"ENSG00000260572","c(20617; 35473; 43673; 62931; 91403; 121208; 142774; 164197; 187209; 208757; 227971; 242203; 267900; 290490; 313020; 327486; 340546; 366671; 394818; 405330; 419369; 440052; 459956; 480550; 501375; 526793; 547419; 577441; 587393; 606384; 626604; 649158; 676694; 692765; 711943; 731181; 758483; 787191; 802834; 816455; 847711; 875440; 896525; 918389; 939563; 960506; 976856; 997998; 1009744; 1024146)","integer(0)","character(0)"
"303",280,"enrichment","pT+","ZNF792",4.24320212671183,0.000120545496695172,0.00899097197493561,18239,"ENSG00000180884","c(18253; 30018; 51906; 62932; 101204; 116496; 137696; 164473; 182543; 208530; 222048; 242883; 266500; 280231; 312321; 317140; 341844; 361874; 396071; 403163; 427559; 448131; 459750; 481045; 501791; 534585; 557518; 575513; 587669; 611050; 626831; 655116; 676014; 694165; 722202; 731880; 768858; 785893; 807631; 815202; 849878; 867250; 888446; 918595; 939068; 960090; 969064; 987899; 1011672; 1025861)","integer(0)","character(0)"
"304",281,"enrichment","pT+","CD52",4.23145912046387,0.00012501913227449,0.00926175709555051,347,"ENSG00000169442","c(9008; 36542; 59406; 62933; 103473; 113095; 130424; 152758; 172428; 208275; 211723; 238270; 260658; 277148; 313067; 322400; 349318; 371378; 396692; 406639; 433694; 455915; 459643; 481090; 502047; 540288; 562168; 579167; 599067; 621165; 627086; 665406; 680627; 700007; 725285; 731134; 763569; 778419; 798127; 814581; 846402; 861115; 880662; 918702; 939023; 959834; 963361; 983249; 1008018; 1024207)","integer(0)","character(0)"
"305",282,"enrichment","pT+","TMEM249",4.22801555534324,0.000126361456532253,0.00926175709555051,9278,"ENSG00000261587","c(12114; 37055; 55628; 62934; 96930; 122376; 129830; 155256; 177469; 208447; 218053; 236641; 268426; 286144; 313063; 325881; 340542; 372052; 396431; 407874; 422813; 454485; 459825; 480516; 502224; 528132; 560529; 581988; 596569; 616124; 626914; 659076; 682256; 692239; 716289; 731138; 760088; 787195; 797453; 814842; 845167; 871996; 882092; 918520; 939597; 959657; 975517; 984888; 1005197; 1024624)","integer(0)","character(0)"
"306",283,"enrichment","pT+","AC104260.1",4.22410119249653,0.000127904390987655,0.00926175709555051,14971,"ENSG00000273923","c(10709; 34225; 47333; 62935; 103631; 120312; 141783; 155609; 179333; 208344; 212600; 236956; 257877; 288303; 312756; 315876; 339973; 365381; 395564; 398318; 421219; 441710; 459655; 480747; 501547; 534282; 559554; 577909; 596216; 614260; 627017; 664529; 681941; 702788; 714130; 731445; 770093; 787764; 804124; 815709; 854723; 873590; 894867; 918690; 939366; 960334; 969367; 985863; 1009276; 1024817)","integer(0)","character(0)"
"307",284,"enrichment","pT+","EHHADH",4.22278496302252,0.000128427332493935,0.00926175709555051,4573,"ENSG00000113790","c(2126; 37857; 59522; 62936; 93129; 122870; 144431; 146940; 167616; 206470; 210948; 230233; 250973; 279898; 313188; 328883; 344947; 365654; 396737; 412933; 428813; 449445; 459784; 480411; 501284; 525864; 546379; 576333; 604885; 625977; 628891; 666181; 688664; 709692; 722535; 731013; 757086; 782790; 803851; 814536; 840108; 865996; 887132; 918561; 939702; 960597; 977785; 999038; 1010852; 1023415)","integer(0)","character(0)"
"308",285,"enrichment","pT+","AC126773.4",4.22049539280179,0.000129341961756573,0.00926175709555051,15769,"ENSG00000260577","c(10967; 32243; 54163; 62937; 102712; 118618; 139965; 156756; 177171; 208347; 213628; 238102; 259102; 278628; 312566; 320103; 340697; 360574; 396259; 403947; 424976; 445037; 459698; 480896; 501661; 533546; 554617; 575598; 595069; 616422; 627014; 663501; 680795; 701563; 723805; 731635; 765866; 787040; 808931; 815014; 849094; 869833; 891540; 918647; 939217; 960220; 970103; 990800; 1011587; 1025347)","integer(0)","character(0)"
